名前,所属,学位,研究キーワード,研究分野,researchmap,J-GLOBAL,外部リンク
"有村 博紀",,博士（理学）(九州大学),"グラフ/列挙アルゴリズム/決定木/非貪欲な学習アルゴリズム/機械学習における説明可能性/接尾辞木/ビッグデータ/inductive logic programming/データ構造/アルゴリズム/文字列アルゴリズム/半構造データ/機械学習/知識獲得/XML/ウェブマイニング/情報抽出/パターン発見/グラフマイニング/文字列照合/データベース/ランダムフォレスト/時空間データ/圧縮/ストリーム処理/情報検索/帰納論理プログラミング/知識発見/接尾辞配列/データマイニング/人工知能/情報科学/Artificial Intelligence/Computer Science/",,https://researchmap.jp/read0171664,https://jglobal.jst.go.jp/detail?JGLOBAL_ID=200901084578372110,http://www-ikn.ist.hokudai.ac.jp/~arim/
