つくばエリア,千現地区 (本部),〒305-0047 茨城県つくば市千現1-2-1,029-859-2000,029-859-2029,https://www.nims.go.jp/nims/office/tsukuba_sengen.html
つくばエリア,並木地域,〒305-0044 茨城県つくば市並木1-1,029-860-4610,029-852-7449,https://www.nims.go.jp/nims/office/tsukuba_namiki.html
つくばエリア,桜地域,〒305-0003 茨城県つくば市桜3-13,029-863-5570,029-863-5571,https://www.nims.go.jp/nims/office/tsukuba_sakura.html
